Impact of regulatory perturbations to disease spread through cattle movements in Great Britain|Matthew C. Vernon, Matt J. Keeling|Preventive Veterinary Medicine|2012|http://pdn.sciencedirect.com/science?_ob=MiamiImageURL&_cid=271186&_user=686465&_pii=S0167587712000025&_check=y&_origin=search&_zone=rslt_list_item&_coverDate=2012-06-01&wchp=dGLzVlS-zSkWA&md5=51c7bc0d88ba82ec49be1ad0e1f2aa7a&pid=1-s2.0-S0167587712000025-main.pdf |
Effective mechanism for social recommendation of news|Dong Wei, Tao Zhou, Giulio Cimini, Pei Wu, Weiping Liu, Yi-Cheng Zhang|Physica A: Statistical Mechanics and its Applications|2011|http://pdn.sciencedirect.com/science?_ob=MiamiImageURL&_cid=271529&_user=686465&_pii=S0378437111001130&_check=y&_origin=search&_zone=rslt_list_item&_coverDate=2011-06-01&wchp=dGLzVlS-zSkWA&md5=51ee52bd325ae72f7c95048d2add03e3&pid=1-s2.0-S0378437111001130-main.pdf |
Domain driven data mining in human resource management: A review of current research|Stefan Strohmeier, Franca Piazza|Expert Systems with Applications|2013|http://pdn.sciencedirect.com/science?_ob=MiamiImageURL&_cid=271506&_user=686465&_pii=S0957417412011839&_check=y&_origin=search&_zone=rslt_list_item&_coverDate=2013-06-01&wchp=dGLzVlt-zSkWb&md5=8bbc89ddb987bc6d8524618d49302c6a&pid=1-s2.0-S0957417412011839-main.pdf |
Detecting community structure in complex networks using simulated annealing with -means algorithms|Jian Liu, Tingzhan Liu|Physica A: Statistical Mechanics and its Applications|2010|http://pdn.sciencedirect.com/science?_ob=MiamiImageURL&_cid=271529&_user=686465&_pii=S037843711000097X&_check=y&_origin=search&_zone=rslt_list_item&_coverDate=2010-06-01&wchp=dGLbVlS-zSkzV&md5=e57253d2084f61a28f04c5b256543d10&pid=1-s2.0-S037843711000097X-main.pdf|
Data clustering: 50 years beyond K-means|Anil K. Jain|Pattern Recognition Letters|2010|http://pdn.sciencedirect.com/science?_ob=MiamiImageURL&_cid=271524&_user=686465&_pii=S0167865509002323&_check=y&_origin=search&_zone=rslt_list_item&_coverDate=2010-06-01&wchp=dGLzVlB-zSkzS&md5=ec48f5a663bd76aabfcc53f072d491e0&pid=1-s2.0-S0167865509002323-main.pdf|
Community structure and ethnic preferences in school friendship networks|M.C. Gonzlez, H.J. Herrmann, J. Kertsz, T. Vicsek|Physica A: Statistical Mechanics and its Applications|2007|http://pdn.sciencedirect.com/science?_ob=MiamiImageURL&_cid=271529&_user=686465&_pii=S0378437107000337&_check=y&_origin=search&_zone=rslt_list_item&_coverDate=2007-06-01&wchp=dGLbVlS-zSkzV&md5=3bcb84bb8e41d3ef335c57aa78f5fe8d&pid=1-s2.0-S0378437107000337-main.pdf|
Approximating a similarity matrix by a latent class model: A reappraisal of additive fuzzy clustering|Cajo J.F. ter Braak, Yiannis Kourmpetis, Henk A.L. Kiers, Marco C.A.M. Bink|Computational Statistics & Data Analysis|2009|http://pdn.sciencedirect.com/science?_ob=MiamiImageURL&_cid=271708&_user=686465&_pii=S0167947308004775&_check=y&_origin=search&_zone=rslt_list_item&_coverDate=2009-06-15&wchp=dGLbVlS-zSkzV&md5=f5e9f19b5fe9b1c0b64a4785d17e4d2c&pid=1-s2.0-S0167947308004775-main.pdf|
Application of evolutionary computation techniques for the identification of innovators in open innovation communities|M.R. Martnez-Torres|Expert Systems with Applications|2013|http://pdn.sciencedirect.com/science?_ob=MiamiImageURL&_cid=271506&_user=686465&_pii=S0957417412011943&_check=y&_origin=search&_zone=rslt_list_item&_coverDate=2013-06-01&wchp=dGLbVlB-zSkzV&md5=f3e7659529277367a47e1d4c53fff0c7&pid=1-s2.0-S0957417412011943-main.pdf|
A two-level complex network model and its application|Jianmei Yang, Wenjie Wang, Guanrong Chen|Physica A: Statistical Mechanics and its Applications|2009|http://pdn.sciencedirect.com/science?_ob=MiamiImageURL&_cid=271529&_user=686465&_pii=S0378437109001563&_check=y&_origin=search&_zone=rslt_list_item&_coverDate=2009-06-15&wchp=dGLbVlS-zSkzV&md5=67c8125bc97c09b6ce67cf727e8013f0&pid=1-s2.0-S0378437109001563-main.pdf|
A probabilistic reputation model based on transaction ratings|Franois Fouss, Youssef Achbany, Marco Saerens|Information Sciences|2010|http://pdn.sciencedirect.com/science?_ob=MiamiImageURL&_cid=271625&_user=686465&_pii=S0020025510000344&_check=y&_origin=search&_zone=rslt_list_item&_coverDate=2010-06-01&wchp=dGLzVlt-zSkWb&md5=1cf0fb4c35c1f9f79a650bbc653021f7&pid=1-s2.0-S0020025510000344-main.pdf|
Weakly linear systems of fuzzy relation inequalities: The heterogeneous case|Jelena Ignjatovi?, Miroslav ?iri?, Nada Damljanovi?, Ivana Jan?i?|Fuzzy Sets and Systems|2012|http://pdn.sciencedirect.com/science?_ob=MiamiImageURL&_cid=271522&_user=686465&_pii=S016501141100532X&_check=y&_origin=search&_zone=rslt_list_item&_coverDate=2012-07-16&wchp=dGLzVlS-zSkWA&md5=f51a6a9a5d7db179e42c2bab5c1fc8d2&pid=1-s2.0-S016501141100532X-main.pdf |
The language of the Southey–Coleridge Circle|Lynda Pratt, David Denison|Language Sciences|2000|http://pdn.sciencedirect.com/science?_ob=MiamiImageURL&_cid=271777&_user=686465&_pii=S0388000100000139&_check=y&_origin=search&_zone=rslt_list_item&_coverDate=2000-07-01&wchp=dGLzVlt-zSkWb&md5=13e4c84c66dc7dac5e3f143495d2f7ff&pid=1-s2.0-S0388000100000139-main.pdf|
The effect of generalized deactivation mechanism in weighted networks|Liang Tian, Da-Ning Shi, Chen-Ping Zhu|Physica A: Statistical Mechanics and its Applications|2007|http://pdn.sciencedirect.com/science?_ob=MiamiImageURL&_cid=271529&_user=686465&_pii=S037843710700194X&_check=y&_origin=search&_zone=rslt_list_item&_coverDate=2007-07-01&wchp=dGLbVlS-zSkzV&md5=d1cafb66d5ec794b2d54f7b0989efa40&pid=1-s2.0-S037843710700194X-main.pdf|
Social network theory applied to resting-state fMRI connectivity data in the identification of epilepsy networks with iterative feature selection|Xiaohui Zhang, Fuyuze Tokoglu, Michiro Negishi, Jagriti Arora, Scott Winstanley, Dennis D. Spencer, R. Todd Constable|Journal of Neuroscience Methods|2011|http://pdn.sciencedirect.com/science?_ob=MiamiImageURL&_cid=271055&_user=686465&_pii=S016502701100224X&_check=y&_origin=search&_zone=rslt_list_item&_coverDate=2011-07-15&wchp=dGLbVlB-zSkzV&md5=53e261a3b5662bc3e26adf1ec10e22dd&pid=1-s2.0-S016502701100224X-main.pdf|
Rational Research model for ranking semantic entities|Wang Wei, Payam Barnaghi, Andrzej Bargiela|Information Sciences|2011|http://pdn.sciencedirect.com/science?_ob=MiamiImageURL&_cid=271625&_user=686465&_pii=S0020025511001198&_check=y&_origin=search&_zone=rslt_list_item&_coverDate=2011-07-01&wchp=dGLbVlB-zSkzk&md5=7c8a115bb20dedcc5da9fd35655f9c5d&pid=1-s2.0-S0020025511001198-main.pdf|
Quantifying positional importance in food webs: A comparison of centrality indices|Ferenc Jordn, Zsfia Benedek, Jnos Podani|Ecological Modelling|2007|http://pdn.sciencedirect.com/science?_ob=MiamiImageURL&_cid=271743&_user=686465&_pii=S0304380007001184&_check=y&_origin=search&_zone=rslt_list_item&_coverDate=2007-07-10&wchp=dGLzVlB-zSkzS&md5=b69971229223cf4534dc5caa4afb2a64&pid=1-s2.0-S0304380007001184-main.pdf|
Minimizing the expected complete influence time of a social network|Yaodong Ni, Lei Xie, Zhi-Qiang Liu|Information Sciences|2010|http://pdn.sciencedirect.com/science?_ob=MiamiImageURL&_cid=271625&_user=686465&_pii=S0020025510001246&_check=y&_origin=search&_zone=rslt_list_item&_coverDate=2010-07-01&wchp=dGLzVlB-zSkzS&md5=047a3da8fd28aa50977b491b680bcf30&pid=1-s2.0-S0020025510001246-main.pdf|
Line graphs as social networks|M.J. Krawczyk, L. Muchnik, A. Ma?ka-Kraso?, K. Ku?akowski|Physica A: Statistical Mechanics and its Applications|2011|http://pdn.sciencedirect.com/science?_ob=MiamiImageURL&_cid=271529&_user=686465&_pii=S0378437111001993&_check=y&_origin=search&_zone=rslt_list_item&_coverDate=2011-07-01&wchp=dGLzVlt-zSkWb&md5=754d5f55d4c85bdc3e2af6831f37c1fb&pid=1-s2.0-S0378437111001993-main.pdf |
Laplacian centrality: A new centrality measure for weighted networks|Xingqin Qi, Eddie Fuller, Qin Wu, Yezhou Wu, Cun-Quan Zhang|Information Sciences|2012|http://pdn.sciencedirect.com/science?_ob=MiamiImageURL&_cid=271625&_user=686465&_pii=S0020025511006761&_check=y&_origin=search&_zone=rslt_list_item&_coverDate=2012-07-01&wchp=dGLzVlt-zSkWb&md5=9094b1bd6884cde53e523f54196db2b4&pid=1-s2.0-S0020025511006761-main.pdf |
Evidence-based intervention in physical activity: lessons from around the world|Gregory W Heath, Diana C Parra, Olga L Sarmiento, Lars Bo Andersen, Neville Owen, Shifalika Goenka, Felipe Montes, Ross C Brownson, for the Lancet Physical Activity Series Working Group|The Lancet|2012|http://pdn.sciencedirect.com/science?_ob=MiamiImageURL&_cid=271074&_user=686465&_pii=S0140673612608162&_check=y&_origin=search&_zone=rslt_list_item&_coverDate=2012-07-27&wchp=dGLzVlt-zSkWb&md5=1da4f26bc9333e8b2b4d473ea716b65f&pid=1-s2.0-S0140673612608162-main.pdf |
Distance-sum heterogeneity in graphs and complex networks|Ernesto Estrada, Eusebio Vargas-Estrada|Applied Mathematics and Computation|2012|http://pdn.sciencedirect.com/science?_ob=MiamiImageURL&_cid=271588&_user=686465&_pii=S0096300312003542&_check=y&_origin=search&_zone=rslt_list_item&_coverDate=2012-07-01&wchp=dGLzVlS-zSkWA&md5=48c9a45bdf9f0e1ea449505ea6abc86b&pid=1-s2.0-S0096300312003542-main.pdf |
Weighted association rule mining via a graph based connectivity model|Russel Pears, Yun Sing Koh, Gillian Dobbie, Wai Yeap|Information Sciences|2013|http://pdn.sciencedirect.com/science?_ob=MiamiImageURL&_cid=271625&_user=686465&_pii=S0020025512004653&_check=y&_origin=search&_zone=rslt_list_item&_coverDate=2013-01-01&wchp=dGLzVlS-zSkWA&md5=182de8eea970360bebd3fee9eebcea8f&pid=1-s2.0-S0020025512004653-main.pdf |
The SocialTrust framework for trusted social information management: Architecture and algorithms|James Caverlee, Ling Liu, Steve Webb|Information Sciences|2010|http://pdn.sciencedirect.com/science?_ob=MiamiImageURL&_cid=271625&_user=686465&_pii=S0020025509002928&_check=y&_origin=search&_zone=rslt_list_item&_coverDate=2010-01-02&wchp=dGLzVlt-zSkWb&md5=f489a46fe2e96b8c17a20e193adedaaa&pid=1-s2.0-S0020025509002928-main.pdf|
Social capital and physiological stress levels in free-ranging adult female rhesus macaques|L.J.N. Brent, S. Semple, C. Dubuc, M. Heistermann, A. MacLarnon|Physiology & Behavior|2011|http://pdn.sciencedirect.com/science?_ob=MiamiImageURL&_cid=271085&_user=686465&_pii=S0031938410003501&_check=y&_origin=search&_zone=rslt_list_item&_coverDate=2011-01-10&wchp=dGLbVlB-zSkzV&md5=cdf041f3bc5cb7c74961db18306b06e1&pid=1-s2.0-S0031938410003501-main.pdf|
RETRACTED: Social networks of author–coauthor relationships|Yasmin H. Said, Edward J. Wegman, Walid K. Sharabati, John T. Rigsby|Computational Statistics & Data Analysis|2008|http://pdn.sciencedirect.com/science?_ob=MiamiImageURL&_cid=271708&_user=686465&_pii=S0167947307002861&_check=y&_origin=search&_zone=rslt_list_item&_coverDate=2008-01-10&_docsubtype=ret&wchp=dGLzVlt-zSkWb&md5=d8cacccbd96d741fa92ab99b410ba81c&pid=1-s2.0-S0167947307002861-main.pdf|
Privacy-enhanced social-network routing|Iain Parris, Tristan Henderson|Computer Communications|2012|http://pdn.sciencedirect.com/science?_ob=MiamiImageURL&_cid=271515&_user=686465&_pii=S0140366410004767&_check=y&_origin=search&_zone=rslt_list_item&_coverDate=2012-01-01&wchp=dGLzVlt-zSkWb&md5=729c78e16acc7d2751d9d52ed577b0bc&pid=1-s2.0-S0140366410004767-main.pdf |
New Markov–Shannon Entropy models to assess connectivity quality in complex networks: From molecular to cellular pathway, Parasite–Host, Neural, Industry, and Legal–Social networks|Pablo Riera-Fernndez, Cristian R. Munteanu, Manuel Escobar, Francisco Prado-Prado, Raquel Martn-Romalde, David Pereira, Karen Villalba, Aliuska Duardo-Snchez, Humberto Gonzlez-Daz|Journal of Theoretical Biology|2012|http://pdn.sciencedirect.com/science?_ob=MiamiImageURL&_cid=272314&_user=686465&_pii=S0022519311005315&_check=y&_origin=search&_zone=rslt_list_item&_coverDate=2012-01-21&wchp=dGLzVlt-zSkWb&md5=c8c455043d4b10fcb5b862205800cd71&pid=1-s2.0-S0022519311005315-main.pdf |
Network simulation modeling of equine infectious anemia in the non-racehorse population in Japan|Yoko Hayama, Sota Kobayashi, Takeshi Nishida, Norihiko Muroga, Toshiyuki Tsutsui|Preventive Veterinary Medicine|2012|http://pdn.sciencedirect.com/science?_ob=MiamiImageURL&_cid=271186&_user=686465&_pii=S0167587711002807&_check=y&_origin=search&_zone=rslt_list_item&_coverDate=2012-01-01&wchp=dGLzVlS-zSkWA&md5=8f6487b1e5e235316798c27af7366820&pid=1-s2.0-S0167587711002807-main.pdf |
Modeling and predicting the popularity of online contents with Cox proportional hazard regression model|Jong Gun Lee, Sue Moon, Kav Salamatian|Neurocomputing|2012|http://pdn.sciencedirect.com/science?_ob=MiamiImageURL&_cid=271597&_user=686465&_pii=S0925231211004218&_check=y&_origin=search&_zone=rslt_list_item&_coverDate=2012-01-15&wchp=dGLbVlB-zSkzV&md5=f26b7cbc520581ba7b61748d5daea9a6&pid=1-s2.0-S0925231211004218-main.pdf|
Fairness-related challenges in mobile opportunistic networking|Abderrahmen Mtibaa, Khaled A. Harras|Computer Networks|2013|http://pdn.sciencedirect.com/science?_ob=MiamiImageURL&_cid=271990&_user=686465&_pii=S1389128612003350&_check=y&_origin=search&_zone=rslt_list_item&_coverDate=2013-01-16&wchp=dGLzVlt-zSkWb&md5=b810519310a1dac70cbc4407d8e09046&pid=1-s2.0-S1389128612003350-main.pdf |
Do hens have friends?|Siobhan M. Abeyesinghe, Julian A. Drewe, Lucy Asher, Christopher M. Wathes, Lisa M. Collins|Applied Animal Behaviour Science|2013|http://pdn.sciencedirect.com/science?_ob=MiamiImageURL&_cid=271155&_user=686465&_pii=S0168159112003656&_check=y&_origin=search&_zone=rslt_list_item&_coverDate=2013-01-15&wchp=dGLbVlB-zSkzk&md5=282fd55f9b9445bd38c2699f86b0e14e&pid=1-s2.0-S0168159112003656-main.pdf|
Community structure in the United Nations General Assembly|Kevin T. Macon, Peter J. Mucha, Mason A. Porter|Physica A: Statistical Mechanics and its Applications|2012|http://pdn.sciencedirect.com/science?_ob=MiamiImageURL&_cid=271529&_user=686465&_pii=S0378437111004778&_check=y&_origin=search&_zone=rslt_list_item&_coverDate=2012-01-01&wchp=dGLzVlt-zSkWb&md5=2e736d265c086732ba7729804a779b4b&pid=1-s2.0-S0378437111004778-main.pdf |
Characteristics of information diffusion in blogs, in relation to information source type|Kazuhiro Kazama, Miyuki Imada, Keiichiro Kashiwagi|Neurocomputing|2012|http://pdn.sciencedirect.com/science?_ob=MiamiImageURL&_cid=271597&_user=686465&_pii=S0925231211004024&_check=y&_origin=search&_zone=rslt_list_item&_coverDate=2012-01-15&wchp=dGLbVlB-zSkzV&md5=bc0a876616e354e27a3723e4a3bdbbfc&pid=1-s2.0-S0925231211004024-main.pdf|
Category Classification and Topic Discovery of Japanese and English News Articles|David B. Bracewell, Jiajun Yan, Fuji Ren, Shingo Kuroiwa|Electronic Notes in Theoretical Computer Science|2009|http://pdn.sciencedirect.com/science?_ob=MiamiImageURL&_cid=272990&_user=686465&_pii=S157106610800529X&_check=y&_origin=search&_zone=rslt_list_item&_coverDate=2009-01-02&wchp=dGLzVlB-zSkzS&md5=df325aa69a7d3848390d45fc2d490131&pid=1-s2.0-S157106610800529X-main.pdf|
CAF: Community aware framework for large scale mobile opportunistic networks|Abderrahmen Mtibaa, Khaled A. Harras|Computer Communications|2013|http://pdn.sciencedirect.com/science?_ob=MiamiImageURL&_cid=271515&_user=686465&_pii=S0140366412003088&_check=y&_origin=search&_zone=rslt_list_item&_coverDate=2013-01-01&wchp=dGLbVlB-zSkzV&md5=82d64dec25adba7f388da8bf8a299a95&pid=1-s2.0-S0140366412003088-main.pdf|
Avalanches in complex spin networks|K. Malarz, W. Antosiewicz, J. Karpi?ska, K. Ku?akowski, B. Tadi?|Physica A: Statistical Mechanics and its Applications|2007|http://pdn.sciencedirect.com/science?_ob=MiamiImageURL&_cid=271529&_user=686465&_pii=S0378437106006376&_check=y&_origin=search&_zone=rslt_list_item&_coverDate=2007-01-01&wchp=dGLbVlS-zSkzV&md5=89c209487c19425919a80b5dc0670ef5&pid=1-s2.0-S0378437106006376-main.pdf|
A novel approach to hybrid recommendation systems based on association rules mining for content recommendation in asynchronous discussion groups|Ahmad A. Kardan, Mahnaz Ebrahimi|Information Sciences|2013|http://pdn.sciencedirect.com/science?_ob=MiamiImageURL&_cid=271625&_user=686465&_pii=S0020025512004756&_check=y&_origin=search&_zone=rslt_list_item&_coverDate=2013-01-10&wchp=dGLbVlB-zSkzV&md5=325aba716ee4cf8b3a63ce99a232e667&pid=1-s2.0-S0020025512004756-main.pdf|
A note on maximizing the spread of influence in social networks|Eyal Even-Dar, Asaf Shapira|Information Processing Letters|2011|http://pdn.sciencedirect.com/science?_ob=MiamiImageURL&_cid=271527&_user=686465&_pii=S0020019010003650&_check=y&_origin=search&_zone=rslt_list_item&_coverDate=2011-01-15&wchp=dGLbVlB-zSkzV&md5=f6221e2946607bff89f770ec0ccb9e93&pid=1-s2.0-S0020019010003650-main.pdf|
What's in a crowd? Analysis of face-to-face behavioral networks|Lorenzo Isella, Juliette Stehl, Alain Barrat, Ciro Cattuto, Jean-Fran|Journal of Theoretical Biology|2011|http://pdn.sciencedirect.com/science?_ob=MiamiImageURL&_cid=272314&_user=686465&_pii=S0022519310006284&_check=y&_origin=search&_zone=rslt_list_item&_coverDate=2011-02-21&wchp=dGLbVlB-zSkzk&md5=e18932337f5fc3645903f20b5812e88f&pid=1-s2.0-S0022519310006284-main.pdf|
TrendPerceptor: A property–function based technology intelligence system for identifying technology trends from patents|Janghyeok Yoon, Kwangsoo Kim|Expert Systems with Applications|2012|http://pdn.sciencedirect.com/science?_ob=MiamiImageURL&_cid=271506&_user=686465&_pii=S0957417411012851&_check=y&_origin=search&_zone=rslt_list_item&_coverDate=2012-02-15&wchp=dGLbVlB-zSkzk&md5=6da827648e8ce7d824a7a68f37a0511f&pid=1-s2.0-S0957417411012851-main.pdf|
Strangers help friends to communicate in opportunistic networks|Sabrina Gaito, Elena Pagani, Gian Paolo Rossi|Computer Networks|2011|http://pdn.sciencedirect.com/science?_ob=MiamiImageURL&_cid=271990&_user=686465&_pii=S1389128610003142&_check=y&_origin=search&_zone=rslt_list_item&_coverDate=2011-02-01&wchp=dGLzVlt-zSkWb&md5=e4ad2f98b83082fd3a69b89f8887526b&pid=1-s2.0-S1389128610003142-main.pdf |
Network analysis of transmembrane protein structures Supplementary content |I. Arnold Emerson, K.M. Gothandam|Physica A: Statistical Mechanics and its Applications|2012|http://pdn.sciencedirect.com/science?_ob=MiamiImageURL&_cid=271529&_user=686465&_pii=S0378437111007114&_check=y&_origin=search&_zone=rslt_list_item&_coverDate=2012-02-01&wchp=dGLzVlS-zSkWA&md5=97b5992fe386eeb4f67f281da0ed1f4d&pid=1-s2.0-S0378437111007114-main.pdf |
Intrinsically dynamic network communities|Bivas Mitra, Lionel Tabourier, Camille Roth|Computer Networks|2012|http://pdn.sciencedirect.com/science?_ob=MiamiImageURL&_cid=271990&_user=686465&_pii=S1389128611003999&_check=y&_origin=search&_zone=rslt_list_item&_coverDate=2012-02-23&wchp=dGLzVlS-zSkWA&md5=afbd91178d9e48669d64eae555c8ef69&pid=1-s2.0-S1389128611003999-main.pdf |
Identifying influential nodes in complex networks|Duanbing Chen, Linyuan L|Physica A: Statistical Mechanics and its Applications|2012|http://pdn.sciencedirect.com/science?_ob=MiamiImageURL&_cid=271529&_user=686465&_pii=S0378437111007333&_check=y&_origin=search&_zone=rslt_list_item&_coverDate=2012-02-15&wchp=dGLzVlt-zSkWb&md5=9eeb492194ea870d1473408716cf5654&pid=1-s2.0-S0378437111007333-main.pdf |
GrAnt: Inferring best forwarders from complex networks’ dynamics through a greedy Ant Colony Optimization|Ana Cristina Kochem Vendramin, Anelise Munaretto, Myriam Regattieri Delgado, Aline Carneiro Viana|Computer Networks|2012|http://pdn.sciencedirect.com/science?_ob=MiamiImageURL&_cid=271990&_user=686465&_pii=S1389128611004099&_check=y&_origin=search&_zone=rslt_list_item&_coverDate=2012-02-23&wchp=dGLzVlt-zSkWb&md5=d06ea0dbcb0f3eda1b969623491489eb&pid=1-s2.0-S1389128611004099-main.pdf |
Enhancing community detection using a network weighting strategy|Pasquale De Meo, Emilio Ferrara, Giacomo Fiumara, Alessandro Provetti|Information Sciences|2013|http://pdn.sciencedirect.com/science?_ob=MiamiImageURL&_cid=271625&_user=686465&_pii=S0020025512005488&_check=y&_origin=search&_zone=rslt_list_item&_coverDate=2013-02-10&wchp=dGLbVlB-zSkzV&md5=c8ba3acd7e67462ba14f4a37236a0cde&pid=1-s2.0-S0020025512005488-main.pdf|
Complexity management in practice: A Viable System Model intervention in an Irish eco-community|Angela Espinosa, J. Walker|European Journal of Operational Research|2013|http://pdn.sciencedirect.com/science?_ob=MiamiImageURL&_cid=271700&_user=686465&_pii=S0377221712006790&_check=y&_origin=search&_zone=rslt_list_item&_coverDate=2013-02-16&wchp=dGLbVlk-zSkzV&md5=20fba4a07669ce90f1103da059b783f1&pid=1-s2.0-S0377221712006790-main.pdf |
Communities and dynamical processes in a complex software network|Luis G. Moyano, Mary Luz Mouronte, Maria Luisa Vargas|Physica A: Statistical Mechanics and its Applications|2011|http://pdn.sciencedirect.com/science?_ob=MiamiImageURL&_cid=271529&_user=686465&_pii=S0378437110008848&_check=y&_origin=search&_zone=rslt_list_item&_coverDate=2011-02-15&wchp=dGLzVlt-zSkWb&md5=19d495200ed233b2c78605d229bb8c41&pid=1-s2.0-S0378437110008848-main.pdf |
Centrality prediction in dynamic human contact networks|Hyoungshick Kim, John Tang, Ross Anderson, Cecilia Mascolo|Computer Networks|2012|http://pdn.sciencedirect.com/science?_ob=MiamiImageURL&_cid=271990&_user=686465&_pii=S1389128611003975&_check=y&_origin=search&_zone=rslt_list_item&_coverDate=2012-02-23&wchp=dGLzVlt-zSkWb&md5=cba32f6b6aee934ecb4b3d159c90c862&pid=1-s2.0-S1389128611003975-main.pdf |
Anxiolytic-like effect of pregabalin on unconditioned fear in the rat: An autoradiographic brain perfusion mapping and functional connectivity study|Zhuo Wang, Raina D. Pang, Martha Hernandez, Marco A. Ocampo, Daniel P. Holschneider|NeuroImage|2012|http://pdn.sciencedirect.com/science?_ob=MiamiImageURL&_cid=272508&_user=686465&_pii=S1053811911013280&_check=y&_origin=search&_zone=rslt_list_item&_coverDate=2012-02-15&wchp=dGLzVlS-zSkWA&md5=5ed20b29e37f313cdb3cbc332b6758b3&pid=1-s2.0-S1053811911013280-main.pdf |
An Internet measure of the value of citations|Boleslaw K. Szymanski, Josep Lluis de la Rosa, Mukkai Krishnamoorthy|Information Sciences|2012|http://pdn.sciencedirect.com/science?_ob=MiamiImageURL&_cid=271625&_user=686465&_pii=S002002551100418X&_check=y&_origin=search&_zone=rslt_list_item&_coverDate=2012-02-15&wchp=dGLzVlS-zSkWA&md5=1f5e2edb5cca91fb2e99574f1328f9e1&pid=1-s2.0-S002002551100418X-main.pdf |
A kind of collaboration–competition networks|Chun-Hua Fu, Zeng-Ping Zhang, Hui Chang, Jian-Ru Tao, Zhuo-Hui Chen, Yun-Long Dai, Wei Zhang, Da-Ren He|Physica A: Statistical Mechanics and its Applications|2008|http://pdn.sciencedirect.com/science?_ob=MiamiImageURL&_cid=271529&_user=686465&_pii=S0378437107011211&_check=y&_origin=search&_zone=rslt_list_item&_coverDate=2008-02-15&wchp=dGLbVlS-zSkzV&md5=b573325c22160af37ca00b1a57b48883&pid=1-s2.0-S0378437107011211-main.pdf|
A comparative study of heterogeneous item recommendations in social systems|Alejandro Bellogn, Ivn Cantador, Pablo Castells|Information Sciences|2013|http://pdn.sciencedirect.com/science?_ob=MiamiImageURL&_cid=271625&_user=686465&_pii=S0020025512006329&_check=y&_origin=search&_zone=rslt_list_item&_coverDate=2013-02-01&wchp=dGLbVlB-zSkzV&md5=8881b276fe81c403f3270f3b454100a5&pid=1-s2.0-S0020025512006329-main.pdf|
Unsupervised and supervised learning to evaluate event relatedness based on content mining from social-media streams|Chung-Hong Lee|Expert Systems with Applications|2012|http://pdn.sciencedirect.com/science?_ob=MiamiImageURL&_cid=271506&_user=686465&_pii=S0957417412007841&_check=y&_origin=search&_zone=rslt_list_item&_coverDate=2012-12-15&wchp=dGLbVlB-zSkzV&md5=8e417dadbc086cc8a14e8bbc7e32d24b&pid=1-s2.0-S0957417412007841-main.pdf|
Topological analysis of the ecological importance of elasmobranch fishes: A food web study on the Gulf of Tortugas, Colombia|Andrs F. Navia, Enric Corts, Paola A. Meja-Falla|Ecological Modelling|2010|http://pdn.sciencedirect.com/science?_ob=MiamiImageURL&_cid=271743&_user=686465&_pii=S030438001000462X&_check=y&_origin=search&_zone=rslt_list_item&_coverDate=2010-12-15&wchp=dGLbVlS-zSkzk&md5=71d42fb64656097928995dda4403591d&pid=1-s2.0-S030438001000462X-main.pdf|
Supervised learning algorithms for multi-class classification problems with partial class memberships|Willem Waegeman, Jan Verwaeren, Bram Slabbinck, Bernard De Baets|Fuzzy Sets and Systems|2011|http://pdn.sciencedirect.com/science?_ob=MiamiImageURL&_cid=271522&_user=686465&_pii=S0165011410004768&_check=y&_origin=search&_zone=rslt_list_item&_coverDate=2011-12-01&wchp=dGLbVlB-zSkzV&md5=1b32c659e81ed4082d5125ddf4166104&pid=1-s2.0-S0165011410004768-main.pdf|
Research challenges towards the Future Internet|Marco Conti, Song Chong, Serge Fdida, Weijia Jia, Holger Karl, Ying-Dar Lin, Petri M|Computer Communications|2011|http://pdn.sciencedirect.com/science?_ob=MiamiImageURL&_cid=271515&_user=686465&_pii=S0140366411002714&_check=y&_origin=search&_zone=rslt_list_item&_coverDate=2011-12-01&wchp=dGLbVlB-zSkzV&md5=400eeef1818a93cd23ba618da5749df2&pid=1-s2.0-S0140366411002714-main.pdf|
Relationships of Spatial Properties in Low-Cost Flats Configurations and Residents’ Local Social Contacts|Azhan Abdul Aziz, Abdullah Sani Ahmad, Sharifah Salwa Syed Mahdzar|Procedia - Social and Behavioral Sciences|2012|http://pdn.sciencedirect.com/science?_ob=MiamiImageURL&_cid=277811&_user=686465&_pii=S1877042812057345&_check=y&_origin=search&_zone=rslt_list_item&_coverDate=2012-12-19&wchp=dGLbVlB-zSkzk&md5=70b9e5199400ce7a9433711b1950ebf8&pid=1-s2.0-S1877042812057345-main.pdf|
Online social networks: A survey of a global phenomenon|Julia Heidemann, Mathias Klier, Florian Probst|Computer Networks|2012|http://pdn.sciencedirect.com/science?_ob=MiamiImageURL&_cid=271990&_user=686465&_pii=S1389128612003088&_check=y&_origin=search&_zone=rslt_list_item&_coverDate=2012-12-17&wchp=dGLbVlB-zSkzk&md5=28a0437066ef34e5553cea71cf9fe509&pid=1-s2.0-S1389128612003088-main.pdf|
